"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Mar 21 17:52:11 IST 2020","Sat Mar 21 17:53:11 IST 2020","59921","","Login to Application","","Login to Application","Login to application testcase","Login to application testcase",""
